source_lang	source_form	source_ipa	target_form	target_ipa	process	provenance	note	layer
eng	houseman		hwsmon		vowel	parry1923 p.51 §7	unstressed a>o in compound; "husbandman" sense	historical
eng	yeoman		iwmon		vowel	parry1923 p.51 §7	unstressed a>o; ME yoman, yeman	historical
eng	bank		pone		vowel	parry1923 p.53 §7	stressed a>o; N. Wales dial.; E dial. forms with o attested 14th-15th c.	historical
eng	rank		rhonc		vowel	parry1923 p.53 §7	stressed a>o; ME/NE ronke, ronk (13th-16th c.)	historical
eng	standard		ystondard		vowel	parry1923 p.53 §7	stressed a>o; ME standard, stonderd	historical
eng	vicar		bicer		vowel	parry1923 p.56 §8	unaccented a>e; cf. ME vikar, viker	historical
eng	clack		clec		vowel	parry1923 p.57 §8	stressed a>e; ME clacke	historical
eng	arse		ers		vowel	parry1923 p.57 §8	stressed a>e; ME ars, arce, erse	historical
eng	ape		ap		vowel	parry1923 p.59 §9	unaccented a preserved as W a; ME ape	historical
eng	cabin		caban		none	parry1923 p.60 §9	a preserved as a; ME cabane < OF	historical
eng	bastard		bastart		none	parry1923 p.60 §9	a preserved as a; ME/OF bastard	historical
eng	table		tabl		length	parry1923 p.85 §11	stressed ME a (mid-back) preserved as short W a; borrowing predates the English "great vowel-shift" fronting of a to æ	historical
eng	nature		natur		length	parry1923 p.83 §11	ME/OF a preserved unfronted as W a; early borrowing	historical
eng	ape (n.)		ap		length	parry1923 p.82 §11	ME ape, stressed a > W a unfronted (cf. §9); early borrowing	historical
eng	parliament		parlmant		vowel	parry1923 p.90 §14(a)	unstressed e (before nt) > W a, obscure-vowel reflex; dial. forms noted by Powel	historical
eng	dagger		dagyr		vowel	parry1923 p.90 §14(b)	unstressed e before r > W y (obscure vowel, syllabic r reflex)	historical
eng	tincher/tinker		tincyr		vowel	parry1923 p.92 §14(b)	unstressed e before r > W y	historical
eng	barrow		berfa		vowel	parry1923 p.93 §15	ME final unaccented -e > W a	historical
eng	frog		broga		vowel	parry1923 p.93 §15	ME final unaccented -e (frogge) > W a	historical
eng	tub		twba		vowel	parry1923 p.94 §15	ME final unaccented -e (tubbe) > W a	historical
eng	oysters		wystrys		vowel	parry1923 p.99 §17(b)	ME strong plural -es > W -ys (obscure y/u vowel)	historical
eng	cloves		clofes		none	parry1923 p.97 §17(a)	ME plural -es preserved as W -es; rare, early borrowing	historical
eng	plums		plwmws		vowel	parry1923 p.101 §17(d)	ME plural -es > W -ws by vowel assimilation to preceding rounded vowel	historical
eng	bucket		bwced		none	parry1923 p.106 §20	unaccented e (with following consonant) preserved as W e; majority pattern	historical
eng	butler		bwtler		none	parry1923 p.106 §20	unaccented e preserved as W e; ME botlere, boteler	historical
eng	varnish		harnais		vowel	parry1923 p.113 §21(a)	stressed e>a before r, reflecting the English er>ar shift (began Kent, early 14th c.; fashionable in London speech by 16th c.)	historical
eng	merchant		marsiant		vowel	parry1923 p.113 §21(a)	stressed e>a before r, reflecting English er>ar	historical
eng	carve		cerfio		none	parry1923 p.115 §22	stressed e preserved as e; unshifted (pre-er>ar) form, cf. §21	historical
eng	fresh		ffres		none	parry1923 p.116 §22	stressed e preserved as e; ME fresse, fresh	historical
eng	beaver		befer		vowel	parry1923 p.122 §24	E long open ē > W e (short vowel result); borrowing predates open-ē > ī raising	historical
eng	please		plesio		vowel	parry1923 p.123 §24	E long open ē (pleasen) > W e	historical
eng	beer		bir		vowel	parry1923 p.125 §25	E long close ē > W i; reflects raising of close ē toward ī in English	historical
eng	friend		ffrind		vowel	parry1923 p.125 §25	E long close ē > W i, later shortened in E after the ē>ī change	historical
eng	steel		ystil		vowel	parry1923 p.126 §25	E long close ē > W i, accented long i in W	historical
eng	anise		anys		vowel	parry1923 p.128 §27(a)	unstressed E short i > W y (obscure vowel) before s	historical
eng	ermine		ermyn		vowel	parry1923 p.129 §27(a)	unstressed E short i > W y before n	historical
eng	habit		abid		none	parry1923 p.132 §30(a)	unstressed E short i preserved as W i	historical
eng	bible		beibl		vowel	parry1923 p.149 §33	E long ī, diphthongized stage in English (i > ei by c.1500), borrowed as W ei; later than plain-i forms (§32)	historical
eng	bribe		breib		vowel	parry1923 p.149 §33	E long ī diphthongal stage > W ei	historical
eng	pint		peint		vowel	parry1923 p.150 §33	E long ī diphthongal stage > W ei	historical
eng	almond		almwn		vowel	parry1923 p.154 §35	E stressed/unstressed u (native & French, incl. F o before nasal) > W w; implies borrowing before English "weakening" of unstressed o/u to schwa	historical
eng	alien		aliwn		vowel	parry1923 p.154 §35	Early NE alyon; u/o > W w	historical
eng	onion		winwyn		vowel	parry1923 p.165 §38	irregular wy diphthong for expected w/o; author speculates transposition from E -ion	historical
eng	gallon		galwyn		vowel	parry1923 p.165 §38	irregular wy diphthong, cf. onion	historical
eng	adventure		antur		vowel	parry1923 p.171 §43	M/NE iu (French u) > W u	historical
eng	music		miwsig		vowel	parry1923 p.206 §66(ii)	NE eu/iu (=long u/ju) > W diphthong iw/uw; later borrowing than plain-u forms (§41-43)	historical
eng	rule		rhuwl		vowel	parry1923 p.206 §66(ii)	NE iu > W uw	historical
eng	sugar		siwgr		vowel	parry1923 p.206 §66(ii)	NE iu > W iw/uw, doublet forms siwgr/sywgr/suwgr	historical
eng	clock		cloc		none	parry1923 p.176 §46	M/NE stressed short o preserved as W o	historical
eng	pot		pot		none	parry1923 p.178 §46	M/NE stressed short o preserved as W o	historical
eng	roast		rhost		none	parry1923 p.183 §48	M/NE open long ō > W o (undiphthongized); Welsh speakers still often pronounce E "roast" without diphthongization	historical
eng	close (n., enclosure)		clos		none	parry1923 p.182 §48	M/NE open ō > W o (short in W)	historical
eng	cupboard		cwpwrdd		vowel	parry1923 p.184 §49	M/NE open ō (via close ō) > W w	historical
eng	whore		hwr		vowel	parry1923 p.184 §49	M/NE open ō (via close ō/u) > W w	historical
eng	doom		dwm		vowel	parry1923 p.186 §51	M/NE close ō > W w	historical
eng	fool		ffwl		vowel	parry1923 p.186 §51	M/NE close ō > W w; cf. §50 ffol with unshifted o	historical
eng	attorney		atwrnai		vowel	parry1923 p.190 §54	M/NE ai/ei diphthong > W ei; ME att(o)urney, attornai	historical
eng	claim		claim		vowel	parry1923 p.191 §54	M/NE ai/ei > W ei (also verb cleimio); ME cleyme, clayme	historical
eng	fair (n.)		ffair		vowel	parry1923 p.191 §54	M/NE ai/ei > W ei; ME fare, fayre, faire	historical
eng	heir		aer		vowel	parry1923 p.193 §55	M/NE ai/ei > W ae before r (one of the conditioning environments: before l, m, n, r, s)	historical
eng	tailor		taeliwr		vowel	parry1923 p.194 §55	M/NE ai (taylor) > W ae before l	historical
eng	paint		paent		vowel	parry1923 p.195 §55	M/NE ei (peinte) > W ae, monosyllable; cf. verb paentio/peintio with ei before a following palatal	historical
eng	maintain		maentumio		vowel	parry1923 p.194 §55	M/NE ai (mainten(e)) > W ae before n	historical
eng	bargain		bargen		vowel	parry1923 p.196 §56	M/NE ai/ei simplified/reduced > W e in unstressed syllable, alongside fuller form bargain (§54)	historical
eng	leaven		lefen		vowel	parry1923 p.196 §56	M/NE ai/ei reduced > W e, alongside lefain (§54)	historical
eng	point		pwynt		vowel	parry1923 p.197 §58	M/NE diphthong oi(oy) > W wy, reflecting the earlier ui-pronunciation of the E diphthong	historical
eng	anoint		anwyntio		vowel	parry1923 p.197 §58	M/NE oi > W wy	historical
eng	loin		llwyn		vowel	parry1923 p.198 §58	M/NE oi (loyne) > W wy (also native-looking llwyn)	historical
eng	dance		dawns		vowel	parry1923 p.201 §61	Anglo-French au before nasal > W aw; W preserves the older Anglo-French nasalized-au pronunciation later replaced in E itself by continental French forms (moWv respelling in E, but W kept dawns)	historical
eng	haunt		hawnt		vowel	parry1923 p.202 §61	M/NE normal au > W aw	historical
eng	fault		ffawt		vowel	parry1923 p.201 §61	M/NE au > W aw	historical
eng	Bristol		Bristaw		vowel	parry1923 p.204 §65	ME Bristowe, ou>aw reflex in W; proper name	historical
eng	powder		powdr		vowel	parry1923 p.209 §68(b)	diphthongization of ME long u > W ow (alongside doublet possibilities with aw, §68a)	historical
eng	court		cowrt		vowel	parry1923 p.209 §68(b)	ME u (developing to ō before r) > W ow; modern W usually shortened to cwrt	historical
eng	soldier		sawdwr		vowel	parry1923 p.208 §68(a)	ME u/ou (OF soudoier) > W aw	historical
eng	cage		caets		vowel	parry1923 p.212 §70	diphthongization before sibilant affricate ts (§69 phenomenon): a > ai/ei; ME cage	historical
eng	orange		oraens		vowel	parry1923 p.212 §70	diphthongization of a before ns (nasal+sibilant, §69); doublets oraens/orains/oraits attested	historical
eng	page (boy)		paits		vowel	parry1923 p.213 §70	diphthongization of a before ts (§69), WS form	historical
eng	sage (herb)		saeds		vowel	parry1923 p.213 §70	diphthongization of a before -age > ds/ts (§69), WS form; many spelling variants (saets, sayts, saigs)	historical
eng	vantage		mantais		vowel	parry1923 p.212 §70	diphthongization of a before the F -age suffix (§69 phenomenon), cf. Dem. dial. montesh (§9(b))	historical
eng	vengeance		feinsians		vowel	parry1923 p.214 §71	diphthongization of e before ns (sibilant, §69 phenomenon) > W ei	historical
eng	trencher		treinsiwr		vowel	parry1923 p.214 §71	diphthongization of e before nch/sibilant > W ei	historical
eng	fresh		freiss		vowel	parry1923 p.214 §71	WS form with diphthongized e before sibilant (contrast undiphthongized ffres, §22)	historical
eng	broach		broes		vowel	parry1923 p.214 §73	diphthongization of o before sibilant (ch) > W oe; Carn. dial. broitsh also cited	historical
eng	bushel		bwysel		vowel	parry1923 p.215 §74	diphthongization of u before sibilant (sh) > W wy	historical
eng	touch		twyts		vowel	parry1923 p.215 §74	diphthongization of u before ch/sibilant (ts) > W wy; WS form, cf. mod. twtsio	historical
eng	gall		gawl		vowel	parry1923 p.216 §75(a)	diphthongization before l: a+l > W aw (env.-conditioned split, cf. §75b/c for o+l, u+l)	historical
eng	bowl		bowl		vowel	parry1923 p.216 §75(b)	diphthongization before l: o+l > W ow	historical
eng	bold		powld		vowel	parry1923 p.216 §75(b)	diphthongization before l: o+l > W ow; Carn. (N. Wales) dial.	historical
eng	poultice		powltis		vowel	parry1923 p.217 §75(c)	diphthongization before l: u+l > W ow; Dem. dial. (S. Wales, Pembrokeshire)	historical
eng	bolt (verb, sift)		powlto		vowel	parry1923 p.217 §75(c)	diphthongization before l: u+l > W ow; Dem. dial. (S. Wales)	historical
eng	serious		sariws		vowel	parry1923 p.113 §21(a)	stressed e>a before r (English er>ar reflex); S. Cardiganshire (S. Wales) form	historical
eng	stallion		ystalwyn		vowel	parry1923 p.165 §38	irregular wy diphthong for expected w/o	historical
eng	bal(a)m		bam		deletion	parry1923 p.82 §11	ME bame; l lost, a preserved as W a	historical
eng	map		map	[mapː]	gemination	wood1988 p.235	modern loan; final /p/ only in loans; final C geminate blocks V-lengthening	modern
eng	shop		siop	[ʃopː]	substitution;gemination	wood1988 p.235	sh > si; final /p/ only in modern loans	modern
eng	mat		mat	[matː]	gemination	wood1988 p.235	modern loan; final /t/ geminate	modern
eng	clock		cloc	[ˈklokː]	gemination	wood1988 p.235	modern loan; final /k/ geminate	modern
eng	cloak		clog	[ˈkloːg]	length;substitution	wood1988 p.235	source long V retained; final C lenited k>g so V stays long	modern
eng	lamp		lamp		none	wood1988 p.231	loan keeps voiced initial [l]; NOT re-analysed as mutated ll-	modern
eng	alarm		larum		deletion	wood1988 p.231	initial V dropped; keeps voiced [l], outside mutation system	modern
eng	lettuce		letys		vowel	wood1988 p.231	keeps voiced initial [l]	modern
eng	allowance		lwans	[ˈluːans]	deletion;vowel	wood1988 p.231	initial V dropped; keeps voiced [l]	modern
eng	garage		garej		substitution	bmj-mutations p.21	modern loan with j = /dʒ/; exempt from g-dropping soft mutation	modern
eng	gate		ga:t	[gaːt]	length	bmj-mutations p.21	spoken-corpus form; also gat, gia:t variants	modern
eng	gate		gia:t	[gjaːt]	glide;length	bmj-mutations p.21	i-glide variant in spoken corpus	modern
eng	game		ge:m	[geːm]	length	bmj-mutations p.21	spoken-corpus form	modern
eng	bus		bws		vowel	wiki-cy-orth §Foreign words	E /ʌ/ > W w /ʊ/	modern
eng	buck		bwc		vowel;substitution	wiki-cy-orth §Foreign words	c = /k/	modern
eng	bucket		bwced		vowel	wiki-cy-orth §Foreign words		modern
eng	car		car		none	wiki-cy-orth §Foreign words		modern
eng	noggin		nogin		none	wiki-cy-orth §Foreign words		modern
eng	gob		gob		none	wiki-cy-orth §Foreign words		modern
eng	slogan		slogan		none	wiki-cy-orth §Foreign words	initial /sl/ kept, no prothesis	modern
eng	flannel		fflanel		substitution	wiki-cy-orth §Foreign words	E /f/ > W ff (W f = /v/)	modern
eng	truant		trwnt		vowel;deletion	wiki-cy-orth §Foreign words		modern
eng	gaol		jêl		substitution;length	wiki-cy-orth §Foreign words	variants gêl, geol, jael, siêl; /dʒ/ via j or si	modern
eng	giraffe		jiráff		substitution;stress	wiki-cy-orth §Foreign words	acute marks retained final stress	modern
eng	fridge		ffrij		substitution	wiki-cy-orth §Foreign words	native alternative oergell	modern
eng	Japan		Siapan		substitution	wiki-cy-orth §Non-native letters	older loan: /dʒ/ > si /ʃ/	modern
eng	jacket		siaced		substitution	wiki-cy-orth §Non-native letters	older loan: /dʒ/ > si /ʃ/	modern
eng	kilogram		cilogram		substitution	wiki-cy-orth §Non-native letters	k > c	modern
eng	queer		cwiar		substitution	wiki-cy-orth §Non-native letters	qu > cw	modern
eng	volt		folt		substitution	wiki-cy-orth §Non-native letters	v > f (=/v/)	modern
eng	taxi		tacsi		substitution	wiki-cy-orth §Non-native letters	x > cs	modern
eng	zero		sero		substitution	wiki-cy-orth §Non-native letters	z > s	modern
eng	jelly		jeli	[ˈdʒɛlɪ]	substitution	wiki-cy-orth §Letter names	modern loan retains /dʒ/	modern
eng	jeans		jîns	[dʒɪnz]	substitution	wiki-cy-orth §Letter names	retains /dʒ/ and final /z/	modern
eng	ambulance		ambiwlans		stress;glide	wiki-cy-phon §Stress and pitch	loan keeps ENGLISH initial stress; shifts to penult when inflected	modern
eng	testament		testament		stress	wiki-cy-phon §Stress and pitch	loan keeps English initial stress	modern
eng	Fiji		Ffiji		substitution	cy-wiki-arddull §Enwau gwledydd	transliteration practice: Geiriadur yr Academi respells by Welsh letter values	translit
eng	China		Tsieina		substitution	cy-wiki-arddull §Sillafiadau	transliteration practice; /tʃ/ written ts + i-glide	translit
ita	Napoli		Napoli		none	cy-wiki-arddull §Enwau lleoedd	transliteration practice: native spelling kept, English gloss added	translit
eng	York		Efrog		substitution	cy-wiki-arddull §Enwau lleoedd	established Welsh exonym, not a phonological adaptation	translit
eng	Kuwait		Kuwait		none	cy-wiki-arddull §Enwau gwledydd	transliteration practice: Atlas Cymraeg Newydd keeps native/international spelling incl. non-Welsh letters	translit
eng	gooseberry		gwsberi		stress	buczek2014 p.345	source antepenult > W penult gws-BE-ri; stress class per Table 1, syllabification inferred	modern
eng	post-office		postoffis		stress	buczek2014 p.345	source initial > W penult post-O-ffis	modern
eng	school-master		sgwlmaster		stress	buczek2014 p.345	source initial > W penult sgwl-MAS-ter	modern
eng	certificate		stifficet		stress;deletion	buczek2014 p.345	aphaeresis + shift to penult	modern
eng	courtesy		cwrtesi		stress	buczek2014 p.345	shift to penult	modern
eng	Rosemary		Rosmari		stress;deletion	buczek2014 p.345	syncope + shift to penult	modern
eng	present		presennol		stress	buczek2014 p.345	derived form, penult	modern
eng	astronomy		astronmi		stress;deletion	buczek2014 p.345	syncope makes the source-stressed vowel penultimate	modern
eng	destiny		tesni		stress;deletion	buczek2014 p.345	syncope + aphaeresis; cf. parry1923 p.219 s.v. tesni	modern
eng	diamond		deimwnt		stress;deletion	buczek2014 p.345	syncope	modern
eng	liquorice		licris		stress;deletion	buczek2014 p.345	syncope	modern
eng	society		seiat		stress;deletion	buczek2014 p.345	apocope; cf. parry1923 p.231 haplology	modern
eng	wheelbarrow		whilber		stress;deletion	buczek2014 p.345	apocope	modern
eng	chocolate		siocled		stress;deletion;substitution	buczek2014 p.346	syncope; ch > si	modern
eng	canvass		canfasio		stress	buczek2014 p.346	Welsh verbal suffix -io forces penult	modern
eng	measure		mesuro		stress;substitution	buczek2014 p.346	E /ʒ/ > W s; verb suffix -o	modern
eng	bargain		bargeinio		stress	buczek2014 p.346	verb suffix -io forces penult	modern
eng	kidnap		cidnapio		stress;substitution	buczek2014 p.346	k > c; verb suffix -io	modern
eng	personal		personol		stress	buczek2014 p.346	derived, penult	modern
eng	appeal		apêl		stress;length	buczek2014 p.347	final stress retained; circumflex marks length	modern
eng	brigade		brigâd		stress;length	buczek2014 p.347	final stress retained	modern
eng	jubilee		jiwbilî		stress;length	buczek2014 p.347	final stress retained	modern
eng	cassette		cysêt		stress;length	buczek2014 p.347	final stress retained	modern
eng	cocoon		cocŵn		stress;length	buczek2014 p.347	final stress retained	modern
eng	umbrella		ymbarel		stress;deletion	buczek2014 p.347	final schwa elided (no schwa in ultima), so W ends up FINAL-stressed though E is penult	modern
eng	elephant		eliffant		stress	buczek2014 p.348	antepenultimate stress imported = marks the word as foreign	modern
eng	elephants		eliffantod		stress	buczek2014 p.348	plural regularises to penult	modern
eng	paragraph		paragraff		stress	buczek2014 p.348	antepenult imported	modern
eng	paragraphs		paragraffau		stress	buczek2014 p.348	plural regularises to penult	modern
eng	testament		testament		stress	buczek2014 p.348	antepenult imported; also breit2019 p.75	modern
eng	testaments		testamentau		stress	buczek2014 p.348	plural regularises to penult; breit2019 p.76	modern
eng	ambulance		ambiwlans		stress;glide	buczek2014 p.348	antepenult imported	modern
eng	ambulances		ambiwlansys		stress	buczek2014 p.348	plural regularises to penult	modern
eng	parachute		parasiwt		stress;substitution	buczek2014 p.348	antepenult imported; ch > si	modern
eng	pension		pensiwn		stress;substitution	buczek2014 p.348	source stress retained; -sion > -siwn	modern
eng	pensions		pensiynau		stress	buczek2014 p.348	plural regularises to penult	modern
eng	calendar		calendr		stress;epenthesis	buczek2014 p.348	antepenult; svarabhakti vowel breaks final -dr, giving three syllables	modern
eng	hooligan		hwligan		stress	buczek2014 p.348	antepenult imported	modern
eng	bungalow		byngalo		stress	buczek2014 p.348	antepenult imported	modern
eng	centimeter		sentimedr		stress;substitution	buczek2014 p.349	neo-classical compound keeps source stress; c > s	modern
eng	centimeters		sentimedrau		stress	buczek2014 p.349	plural regularises to penult	modern
eng	metropolis		metropolis		stress	buczek2014 p.349	neo-classical, source stress	modern
eng	penicillin		penisilin		none	buczek2014 p.346	source stress already coincides with W penult	modern
eng	ophthalmology		offtalmoleg		substitution	buczek2014 p.346	ph > ff; source stress coincides with penult	modern
eng	cerebellum		serebelwm		substitution	buczek2014 p.346	c > s; source stress coincides with penult	modern
eng	text		textio		stress	buczek2014 p.346	very recent verbal loan with native -io	modern
eng	download		downloadio		stress	buczek2014 p.346	very recent verbal loan with native -io	modern
eng	babysit		babysitio		stress	buczek2014 p.346	very recent verbal loan with native -io	modern
eng	game		gêm	[ˈɡeːm]	length	breit2019 p.78	loan retains a long vowel in an unexpected position	modern
eng	fresh		ffres	[ˈfrɛs]	length;substitution	breit2019 p.78	unexpectedly SHORT vowel; final /ʃ/ > /s/	modern
eng	bag		bag	/baɡ/	length	williams1983 p.191	unexpectedly short vowel: Welsh rules would give long before /ɡ/	modern
eng	pin		pin	/pɪn/	length	williams1983 p.191	unexpectedly short vowel	modern
eng	bill		bil	/bɪl/	length	williams1983 p.191	unexpectedly short vowel	modern
eng	great		grêt		length	grawunder2015 §3.6	short vowel before fortis coda in all 16 speakers (11 N, 5 S)	modern
eng	brawn		brawn	[ˈbrɔːn]	length	iosad2017 p.12	long LAX vowel in an English loan (Watkins 1967)	modern
eng	engineer		injinêr	[ɪndʒɪˈnɛːr]	length;stress	iosad2017 p.12	long lax vowel + final stress (Watkins 1967)	modern
eng	window		ffenest	[ˈfɛːnɛst]	length;deletion	iosad2017 p.49	south-western: unpredictable lax long vowel; final -r deleted	modern
